date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:59:22	747545/747545	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265715260-b6819%22	https://spacexsol.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from https://spacexsol.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
02:59:22	129352/129352	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221f948-5f80a73efa580%22	https://spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fa-brands-400.eot	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fa-brands-400.eot	(from https://spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fontawesome-all.min.css)
02:59:22	74508/74508	---M--	200	added ('OK')	font/woff2	etag:%2264244566-1230c%22	https://spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fa-brands-400.woff2	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fa-brands-400.woff2	(from https://spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fontawesome-all.min.css)
02:59:23	129352/129352	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221f948-5f80a73efa580%22	https://spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fa-brands-400.eot?	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fa-brands-400d41d.eot	(from https://spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fontawesome-all.min.css)
02:59:23	129048/129048	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2264244566-1f818%22	https://spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fa-brands-400.ttf	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fa-brands-400.ttf	(from https://spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fontawesome-all.min.css)
02:59:23	87352/87352	---M--	200	added ('OK')	font/woff	etag:%2264244566-15538%22	https://spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fa-brands-400.woff	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fa-brands-400.woff	(from https://spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fontawesome-all.min.css)
02:59:24	34388/34388	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%228654-5f80a73efa580%22	https://spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fa-regular-400.eot	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fa-regular-400.eot	(from https://spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fontawesome-all.min.css)
02:59:25	689922/689922	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264244566-a8702%22	https://spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fa-brands-400.svg	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fa-brands-400.svg	(from https://spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fontawesome-all.min.css)
02:59:25	34388/34388	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%228654-5f80a73efa580%22	https://spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fa-regular-400.eot?	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fa-regular-400d41d.eot	(from https://spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fontawesome-all.min.css)
02:59:25	13580/13580	---M--	200	added ('OK')	font/woff2	etag:%2264244566-350c%22	https://spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fa-regular-400.woff2	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fa-regular-400.woff2	(from https://spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fontawesome-all.min.css)
02:59:25	16804/16804	---M--	200	added ('OK')	font/woff	etag:%2264244566-41a4%22	https://spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fa-regular-400.woff	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fa-regular-400.woff	(from https://spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fontawesome-all.min.css)
02:59:26	34092/34092	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2264244566-852c%22	https://spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fa-regular-400.ttf	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fa-regular-400.ttf	(from https://spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fontawesome-all.min.css)
02:59:26	144451/144451	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264244566-23443%22	https://spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fa-regular-400.svg	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fa-regular-400.svg	(from https://spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fontawesome-all.min.css)
02:59:28	192116/192116	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222ee74-5f80a73efa580%22	https://spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fa-solid-900.eot	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fa-solid-900.eot	(from https://spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fontawesome-all.min.css)
02:59:29	98020/98020	---M--	200	added ('OK')	font/woff	etag:%2264244566-17ee4%22	https://spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fa-solid-900.woff	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fa-solid-900.woff	(from https://spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fontawesome-all.min.css)
02:59:29	75440/75440	---M--	200	added ('OK')	font/woff2	etag:%2264244566-126b0%22	https://spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fa-solid-900.woff2	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fa-solid-900.woff2	(from https://spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fontawesome-all.min.css)
02:59:31	192116/192116	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222ee74-5f80a73efa580%22	https://spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fa-solid-900.eot?	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fa-solid-900d41d.eot	(from https://spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fontawesome-all.min.css)
02:59:32	191832/191832	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2264244566-2ed58%22	https://spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fa-solid-900.ttf	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fa-solid-900.ttf	(from https://spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fontawesome-all.min.css)
02:59:33	839388/839388	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264244566-ccedc%22	https://spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fa-solid-900.svg	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fa-solid-900.svg	(from https://spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fontawesome-all.min.css)
